class,AAC,BPNC,CTD,DPC
1,0.99704509973526,0.8353001475334167,0.999734103679657,0.727444052696228
1,0.9941505789756775,0.41459521651268005,0.9985694885253906,0.9947910308837891
1,0.7242426872253418,0.5485125184059143,0.9613869786262512,0.9810355305671692
1,0.8177506327629089,0.6245852112770081,0.17959804832935333,0.7081471085548401
1,0.5333361625671387,0.6479614973068237,0.9383829832077026,0.9938085675239563
1,0.9288932085037231,0.21393445134162903,0.9950736165046692,0.988702654838562
1,0.9961704611778259,0.9838277101516724,0.9997715353965759,0.6007470488548279
1,0.9905313849449158,0.11561931669712067,0.9995331764221191,0.9967285394668579
1,0.9987297654151917,0.82932049036026,0.9996683597564697,0.9893476963043213
1,0.9881616234779358,0.9953877329826355,0.9979701638221741,0.865064263343811
1,0.8972296118736267,0.2665800154209137,0.9548953771591187,0.8296448588371277
1,0.9691668152809143,0.9858273267745972,0.6975536346435547,0.6013620495796204
1,0.9983038902282715,0.8672634959220886,0.9993507266044617,0.9439592361450195
1,0.9995754361152649,0.09877997636795044,0.9995620846748352,0.9999599456787109
1,0.9942545294761658,0.9849708676338196,0.9972785115242004,0.9262419939041138
1,0.9869307279586792,0.26839861273765564,0.9965093731880188,0.9733264446258545
1,0.06042677164077759,0.9107640981674194,0.9840553998947144,0.5546781420707703
1,0.9741584658622742,0.7888833284378052,0.9888200163841248,0.5534295439720154
1,0.8618190288543701,0.44582730531692505,0.024480096995830536,0.318977028131485
1,0.9985188841819763,0.9550460577011108,0.9998499155044556,0.9009382128715515
1,0.634070873260498,0.8921934366226196,0.9568368792533875,0.4319579601287842
1,0.9976303577423096,0.9966952800750732,0.9997393488883972,0.95853590965271
1,0.969360888004303,0.9804603457450867,0.9377552270889282,0.6712319254875183
1,0.999914288520813,0.9729055762290955,0.999815046787262,0.9810733795166016
1,0.9980633854866028,0.901261031627655,0.9995299577713013,0.9938170313835144
1,0.9755217432975769,0.9920003414154053,0.7119266986846924,0.9496386051177979
1,0.32760995626449585,0.9449584484100342,0.8187026977539062,0.8123264312744141
1,0.9657621383666992,0.9181546568870544,0.9901812672615051,0.9964292645454407
1,0.9941946864128113,0.9983062744140625,0.9926121830940247,0.9086518883705139
1,0.8520674109458923,0.9376032948493958,0.749687671661377,0.9611576199531555
1,0.9981837868690491,0.03804735839366913,0.9970760345458984,0.9970163106918335
1,0.9966216087341309,0.9349440932273865,0.9995648264884949,0.9632351994514465
1,0.9974119067192078,0.9358624815940857,0.9911476373672485,0.654329240322113
1,0.8018277287483215,0.9752398133277893,0.9114471673965454,0.35948416590690613
1,0.8581052422523499,0.9944896697998047,0.9783575534820557,0.71708744764328
1,0.9980886578559875,0.9779770374298096,0.9948839545249939,0.9735491871833801
1,0.9999146461486816,0.5307193398475647,0.9989997744560242,0.9952684044837952
1,0.9985337257385254,0.09701002389192581,0.998268723487854,0.9017972350120544
1,0.9623709321022034,0.9989221096038818,0.9963393211364746,0.9753069281578064
1,0.9482905864715576,0.9962723255157471,0.9374097585678101,0.8435570597648621
1,0.5437172055244446,0.7259120345115662,0.9215185046195984,0.37512847781181335
1,0.8992984890937805,0.9563408493995667,0.8090068101882935,0.8352864980697632
1,0.9593794941902161,0.9592806696891785,0.9726884365081787,0.31692975759506226
1,0.9269382953643799,0.7350878119468689,0.9992146492004395,0.9905725121498108
1,0.35563912987709045,0.21709243953227997,0.4094470143318176,0.996221661567688
1,0.99151211977005,0.8815546631813049,0.9995450377464294,0.9974383115768433
1,0.0050162021070718765,0.08085189014673233,0.6783882975578308,0.5100585222244263
1,0.39870867133140564,0.9526857137680054,0.9318176507949829,0.7167588472366333
1,0.9960585832595825,0.7329606413841248,0.7818813323974609,0.822003960609436
1,0.991849422454834,0.6116790175437927,0.9864517450332642,0.9767770171165466
1,0.47761401534080505,0.8597016930580139,0.9844290018081665,0.8822680115699768
1,0.9972469806671143,0.4758801758289337,0.9398309588432312,0.9991840720176697
1,0.968980073928833,0.5615872740745544,0.49499285221099854,0.9801669716835022
1,0.004385221283882856,0.4731171727180481,0.02742314338684082,0.3360440731048584
1,0.9988532066345215,0.8641168475151062,0.9991342425346375,0.9744670391082764
1,0.9999526739120483,0.6542306542396545,0.9996428489685059,0.9998101592063904
1,0.9913922548294067,0.9769598245620728,0.9894779324531555,0.9492912888526917
1,0.9998496770858765,0.875120997428894,0.9992971420288086,0.9608173370361328
1,0.9979581832885742,0.9806775450706482,0.9851592183113098,0.9691901206970215
1,0.3892959654331207,0.965263307094574,0.8948609232902527,0.3771689832210541
1,0.9718388915061951,0.6715266704559326,0.9935944676399231,0.9541482329368591
1,0.8717257976531982,0.5654931664466858,0.9991071820259094,0.8768877387046814
1,0.9937571287155151,0.9168357849121094,0.7221997976303101,0.7401293516159058
1,0.997612714767456,0.9883673787117004,0.9997209906578064,0.992921769618988
1,0.9996178150177002,0.9779002070426941,0.9998140931129456,0.7538461685180664
1,0.6790271997451782,0.9116048812866211,0.9996151924133301,0.7077933549880981
1,0.9641982913017273,0.7885869741439819,0.999052107334137,0.990449845790863
1,0.9986271858215332,0.9928272366523743,0.9993900060653687,0.9804603457450867
1,0.9908485412597656,0.5322778820991516,0.8880835175514221,0.9831106662750244
1,0.9970852732658386,0.9321218132972717,0.9903864860534668,0.872281551361084
1,0.9996709823608398,0.9832415580749512,0.9997249245643616,0.9847362637519836
1,0.9736472964286804,0.9921688437461853,0.9707076549530029,0.9742053151130676
1,0.9988235831260681,0.5213189125061035,0.9989629983901978,0.4176631271839142
1,0.8958922028541565,0.3958132565021515,0.9978479146957397,0.8615893721580505
1,0.3722585439682007,0.34872356057167053,0.9559029936790466,0.9928246736526489
1,0.9995012283325195,0.9213624596595764,0.9994452595710754,0.9920569062232971
1,0.9617472887039185,0.9576308727264404,0.9901310205459595,0.13822528719902039
1,0.9784131646156311,0.7295995354652405,0.8110290169715881,0.38445425033569336
1,0.9077295064926147,0.9975627660751343,0.98919278383255,0.9575931429862976
1,0.9594936966896057,0.193788081407547,0.9895203113555908,0.9535364508628845
1,0.9987854361534119,0.9860310554504395,0.999849796295166,0.8384944796562195
1,0.9968162178993225,0.9783702492713928,0.9987691044807434,0.9459866881370544
1,0.7564489841461182,0.015665244311094284,0.9703176021575928,0.9969654679298401
1,0.9937425255775452,0.9252644777297974,0.9979816675186157,0.4014557898044586
1,0.9962396621704102,0.8698679208755493,0.989614725112915,0.9825345873832703
1,0.8056129813194275,0.7755606770515442,0.8565659523010254,0.19988833367824554
1,0.9968065023422241,0.677990734577179,0.9968457818031311,0.9806511998176575
1,0.9819199442863464,0.16364896297454834,0.9745112061500549,0.9992462396621704
1,0.9955356121063232,0.9917539358139038,0.9993124008178711,0.9068337082862854
1,0.9546264410018921,0.6060683727264404,0.7638621926307678,0.15242332220077515
1,0.9985516667366028,0.9246789813041687,0.9998997449874878,0.6935902237892151
1,0.9535330533981323,0.913519561290741,0.9928118586540222,0.827444314956665
1,0.9978055357933044,0.7575168013572693,0.9990975856781006,0.9928616881370544
1,0.284801185131073,0.7155995965003967,0.388905793428421,0.37596023082733154
1,0.8800392150878906,0.9040350317955017,0.9910030364990234,0.787121057510376
1,0.16102321445941925,0.4141552746295929,0.8112719058990479,0.7697908282279968
1,0.997016191482544,0.9916696548461914,0.8516526222229004,0.9013953804969788
1,0.9979727864265442,0.8797973990440369,0.9997789263725281,0.9740314483642578
1,0.42346373200416565,0.6140564680099487,0.9997145533561707,0.9375479221343994
1,0.9992874264717102,0.9814854860305786,0.9984952211380005,0.9982434511184692
1,0.8155367970466614,0.9954217076301575,0.9987364411354065,0.9426246285438538
1,0.9979504942893982,0.9879471659660339,0.999626874923706,0.7475511431694031
1,0.9971516728401184,0.9320911765098572,0.9997584223747253,0.9914518594741821
1,0.8215750455856323,0.9611341953277588,0.729546308517456,0.8011192083358765
1,0.9906021356582642,0.9877539277076721,0.924140989780426,0.4814596474170685
1,0.9848001003265381,0.9857075810432434,0.9992775321006775,0.9826394319534302
1,0.9992635846138,0.23749251663684845,0.9995579123497009,0.9172308444976807
1,0.9928272366523743,0.8213478326797485,0.9349926114082336,0.8307778835296631
1,0.9925538897514343,0.9587266445159912,0.999503493309021,0.9506306052207947
1,0.9947248101234436,0.8990598917007446,0.9991395473480225,0.9983636736869812
1,0.9884511232376099,0.0035247260238975286,0.9903491735458374,0.9992503523826599
1,0.023134976625442505,0.42020851373672485,0.9278884530067444,0.9673013091087341
1,0.9955242872238159,0.7472048997879028,0.8455984592437744,0.08006441593170166
1,0.2531229257583618,0.99497389793396,0.9658513069152832,0.08994704484939575
1,0.9819509983062744,0.9623292684555054,0.944821834564209,0.8743475675582886
1,0.994412362575531,0.7955750226974487,0.99845290184021,0.9994939565658569
